blade_id,turbine_id,blade_type,length_m
B04288,T0035,Type-A,60.0
B04289,T0193,Type-C,60.0
B04290,T0193,Type-E,62.5
B04291,T0181,Type-C,62.5
B04292,T0017,Type-B,55.0
B04293,T0199,Type-E,55.0
B04294,T0200,Type-C,58.0
B04295,T0015,Type-E,61.0
B04296,T0072,Type-A,61.0
B04297,T0188,Type-D,55.0
B04298,t0015,Type-B,61.0
B04299,T0177,Type-A,58.0
B04300,T0116,Type-E,62.5
B04301,T0132,Type-D,55.0
B04302,T0085,Type-E,61.0
B04303,T0097,Type-E,61.0
B04304,t0119,Type-D,61.0
B04305,T0183,Type-C,61.0
B04306,T0040,Type-E,58.0
B04307,t0003,Type-A,62.5
B04308,T0042,Type-B,60.0
B04309,T0015,Type-A,61.0
B04310,T0167,Type-E,60.0
B04311,T0197,Type-C,55.0
B04312,T0102,Type-B,61.0
B04313,T0112,Type-C,60.0
B04314,T0003,Type-A,55.0
B04315,T0120,Type-A,58.0
B04316,T0035,Type-A,55.0
B04317,T0044,Type-D,55.0
B04318,T0068,Type-B,62.5
B04319,t0033,Type-A,61.0
B04320,T0181,Type-B,60.0
B04321,T0122,Type-D,55.0
B04322,T0001,Type-E,55.0
B04323,T0010,Type-C,61.0
B04324,T0131,Type-E,55.0
B04325,T0122,Type-A,62.5
B04326,T0088,Type-C,62.5
B04327,T0057,Type-B,61.0
B04328,T0055,Type-C,62.5
B04329,T0127,Type-E,61.0
B04330,T0173,Type-C,55.0
B04331,T0147,Type-D,55.0
B04332,T0005,Type-C,60.0
B04333,T0036,Type-E,60.0
B04334,T0118,Type-D,62.5
B04335,T0034,Type-E,61.0
B04336,T0035,Type-E,61.0
B04337,T0130,Type-D,62.5
B04338,T0024,Type-D,61.0
B04339,T0005,Type-D,61.0
B04340,T0058,Type-A,60.0
B04341,T0021,Type-E,60.0
B04342,T0006,Type-B,60.0
B04343,T0009,Type-C,55.0
B04344,t0133,Type-E,55.0
B04345,T0102,Type-C,58.0
B04346,t0036,Type-B,61.0
B04347,T0040,Type-A,62.5
B04348,T0197,Type-A,62.5
B04349,T0012,Type-C,62.5
B04350,T0065,Type-E,58.0
B04351,T0198,Type-E,61.0
B04352,T0089,Type-D,61.0
B04353,T0197,Type-B,55.0
B04354,T0140,Type-B,55.0
B04355,T0038,Type-C,61.0
B04356,T0052,Type-A,58.0
B04357,T0137,Type-C,60.0
B04358,T0012,Type-E,58.0
B04359,T0108,Type-C,61.0
B04360,T0120,Type-B,61.0
B04361,T0058,Type-A,55.0
B04362,t0024,Type-D,58.0
B04363,t0038,Type-A,61.0
B04364,T0143,Type-B,61.0
B04365,T0064,Type-A,62.5
B04366,T0155,Type-B,55.0
B04367,T0114,Type-E,60.0
B04368,T0148,Type-A,62.5
B04369,T0028,Type-A,61.0
B04370,T0064,Type-E,62.5
B04371,T0171,Type-D,60.0
B04372,T0195,Type-A,62.5
B04373,T0085,Type-B,58.0
B04374,T0061,Type-A,62.5
B04375,T0011,Type-E,61.0
B04376,T0156,Type-A,62.5
B04377,T0086,Type-A,62.5
B04378,T0098,Type-E,58.0
B04379,T0185,Type-D,55.0
B04380,t0132,Type-B,60.0
B04381,T0146,Type-A,58.0
B04382,T0001,Type-E,58.0
B04383,T0130,Type-B,58.0
B04384,T0101,Type-A,55.0
B04385,T0031,Type-B,62.5
B04386,T0102,Type-D,55.0
B04387,T0063,Type-A,58.0
B04388,T0052,Type-A,60.0
B04389,T0194,Type-D,55.0
B04390,T0022,Type-C,58.0
B04391,T0031,Type-D,61.0
B04392,T0170,Type-B,
B04393,T0114,Type-B,62.5
B04394,T0133,Type-A,61.0
B04395,T0135,Type-C,55.0
B04396,T0050,Type-D,60.0
B04397,T0154,Type-D,60.0
B04398,T0098,Type-B,61.0
B04399,T0136,Type-A,61.0
B04400,T0094,Type-A,60.0
B04401,T0160,Type-C,60.0
B04402,T0192,Type-D,60.0
B04403,T0062,Type-D,55.0
B04404,T0137,Type-E,60.0
B04405,T0086,Type-A,60.0
B04406,T0037,Type-E,61.0
B04407,T0100,Type-C,60.0
B04408,T0129,Type-C,58.0
B04409,T0119,Type-C,60.0
B04410,T0123,Type-C ,58.0
B04411,T0046,Type-E,58.0
B04412,T0081,Type-D,61.0
B04413,T0010,Type-B,62.5
B04414,T0015,Type-A,61.0
B04415,t0196,Type-B,
B04416,T0062,Type-A,58.0
B04417,T0190,Type-E,58.0
B04418,T0117,Type-C,58.0
B04419,T0152,Type-D,60.0
B04420,T0099,Type-D,60.0
B04421,T0153,Type-B,61.0
B04422,T0098,Type-A,60.0
B04423,T0007,Type-C,62.5
B04424,T0190,Type-B,58.0
B04425,T0097,Type-E,62.5
B04426,T0099,Type-C,62.5
B04427,T0045,Type-B,58.0
B04428,T0056,Type-B,62.5
B04429,T0162,Type-E,55.0
B04430,T0112,Type-A,58.0
B04431,T0017,Type-A,55.0
B04432,t0104,Type-E,61.0
B04433,T0083,Type-D,60.0
B04434,T0108,Type-C,60.0
B04435,T0197,Type-A,58.0
B04436,T0143,Type-D,62.5
B04437,T0074,Type-E,55.0
B04438,T0057,Type-E,61.0
B04439,T0109,Type-E,58.0
B04440,T0090,Type-A,58.0
B04441,T0063,Type-A,61.0
B04442,T0068,Type-B,55.0
B04443,T0128,Type-B,61.0
B04444,T0095,Type-D,62.5
B04445,T0118,Type-C,61.0
B04446,T0124,Type-C,58.0
B04447,T0028,Type-E,58.0
B04448,T0100,Type-B,55.0
B04449,T0192,Type-A,62.5
B04450,T0098,Type-E,60.0
B04451,T0059,Type-C,61.0
B04452,T0098,Type-A,61.0
B04453,T0005,Type-B,55.0
B04454,T0127,Type-D,58.0
B04455,T0191,Type-C,61.0
B04456,T0164,Type-C,61.0
B04457,T0021,Type-A,62.5
B04458,T0136,Type-A,61.0
B04459,T0023,Type-B,62.5
B04460,T0045,Type-D,58.0
B04461,T0102,Type-E,62.5
B04462,T0086,Type-C,58.0
B04463,T0128,Type-C,60.0
B04464,T0029,Type-E,58.0
B04465,T0142,Type-B,61.0
B04466,T0112,Type-D,61.0
B04467,T0131,Type-E,60.0
B04468,T0152,Type-E,62.5
B04469,T0060,Type-E,61.0
B04470,T0073,Type-B,61.0
B04471,T0099,Type-B,61.0
B04472,T0190,Type-E,61.0
B04473,T0183,Type-D,61.0
B04474,T0170,Type-C,60.0
B04475,T0200,Type-A,55.0
B04476,t0154,Type-E,60.0
B04477,T0130,Type-B,62.5
B04478,T0150,Type-E,55.0
B04479,T0138,Type-C,58.0
B04480,T0140,Type-A ,55.0
B04481,T0163,Type-C,55.0
B04482,T0058,Type-B,55.0
B04483,T0085,Type-D,60.0
B04484,T0140,Type-C,61.0
B04485,T0124,Type-E,62.5
B04486,t0106,Type-B,62.5
B04487,T0086,Type-E,58.0
B04488,T0016,Type-B,55.0
B04489,T0194,Type-D,58.0
B04490,T0186,Type-B,60.0
B04491,t0029,Type-C,62.5
B04492,T0159,Type-E,62.5
B04493,T0056,Type-E,60.0
B04494,T0170,Type-E,55.0
B04495,T0057,Type-B,55.0
B04496,T0033,Type-B,62.5
B04497,T0013,Type-B,55.0
B04498,T0165,Type-D,60.0
B04499,t0012,Type-E,55.0
B04500,T0056,Type-A,61.0
B04501,T0081,Type-C,61.0
B04502,T0031,Type-A,55.0
B04503,T0166,Type-C,58.0
B04504,T0086,Type-E,61.0
B04505,T0003,Type-A,62.5
B04506,T0192,Type-D,60.0
B04507,T0106,Type-D,55.0
B04508,T0021,Type-B,55.0
B04509,T0113,Type-B ,58.0
B04510,T0016,Type-B,58.0
B04511,T0099,Type-B,55.0
B04512,T0048,Type-D,60.0
B04513,T0037,Type-A,62.5
B04514,T0165,Type-E,58.0
B04515,T0016,Type-B,61.0
B04516,T0082,Type-C,58.0
B04517,T0084,Type-E,55.0
B04518,T0089,Type-A,62.5
B04519,T0089,Type-E,58.0
B04520,T0087,Type-E,62.5
B04521,T0188,Type-D,55.0
B04522,T0009,Type-C,62.5
B04523,T0140,Type-B ,60.0
B04524,T0171,Type-A,58.0
B04525,T0133,Type-C,60.0
B04526,T0169,Type-D,58.0
B04527,T0168,Type-A,61.0
B04528,T0118,Type-D,61.0
B04529,T0170,Type-D,55.0
B04530,T0131,Type-B,61.0
B04531,T0014,Type-D,62.5
B04532,T0020,Type-B,58.0
B04533,T0086,Type-A,60.0
B04534,T0071,Type-B,60.0
B04535,T0151,Type-D,58.0
B04536,T0039,Type-D,58.0
B04537,T0079,Type-A,58.0
B04538,T0082,Type-B,55.0
B04539,T0021,Type-D,55.0
B04540,T0005,Type-B,55.0
B04541,T0119,Type-E,61.0
B04542,T0018,Type-D,61.0
B04543,T0072,Type-C,60.0
B04544,T0058,Type-D,62.5
B04545,T0064,Type-A,60.0
B04546,T0015,Type-C,61.0
B04547,T0180,Type-C,58.0
B04548,T0057,Type-C,62.5
B04549,T0117,Type-D,62.5
B04550,T0142,Type-A,60.0
B04551,T0136,Type-D,60.0
B04552,T0134,Type-A,58.0
B04553,T0019,Type-B,55.0
B04554,T0140,Type-D,61.0
B04555,T0187,Type-A,58.0
B04556,T0021,Type-E,55.0
B04557,T0185,Type-E,58.0
B04558,T0063,Type-B,58.0
B04559,T0192,Type-A,61.0
B04560,t0003,Type-C,62.5
B04561,T0119,Type-A,60.0
B04562,T0148,Type-A,61.0
B04563,T0065,Type-E,61.0
B04564,T0141,Type-D,61.0
B04565,T0065,Type-E,55.0
B04566,T0146,Type-C,55.0
B04567,T0113,Type-A,61.0
B04568,T0149,Type-C,62.5
B04569,T0098,Type-C,55.0
B04570,T0045,Type-B,58.0
B04571,T0116,Type-A,62.5
B04572,T0039,Type-A,61.0
B04573,T0107,Type-C,60.0
B04574,T0116,Type-B,55.0
B04575,T0036,Type-B,61.0
B04576,T0133,Type-C,60.0
B04577,T0162,Type-D,58.0
B04578,T0064,Type-A,62.5
B04579,T0180,Type-D,62.5
B04580,T0043,Type-D,58.0
B04581,T0062,Type-A,55.0
B04582,T0035,Type-B,55.0
B04583,T0140,Type-C,55.0
B04584,t0106,Type-A,61.0
B04585,T0029,Type-E,61.0
B04586,T0034,Type-C,55.0
B04587,T0123,Type-A,55.0
B04588,T0157,Type-A,62.5
B04589,T0180,Type-E,61.0
B04590,T0072,Type-B,55.0
B04591,T0086,Type-A,62.5
B04592,T0028,Type-A,62.5
B04593,t0164,Type-D,61.0
B04594,T0191,Type-C,62.5
B04595,T0096,Type-C,55.0
B04596,T0109,Type-B,58.0
B04597,T0197,Type-D,58.0
B04598,T0171,Type-E,62.5
B04599,T0011,Type-A,58.0
B04600,T0164,Type-D,58.0
B04601,T0137,Type-E,55.0
B04602,t0181,Type-D,55.0
B04603,T0011,Type-A,61.0
B04604,T0069,Type-E,55.0
B04605,T0073,Type-A,55.0
B04606,T0089,Type-D,55.0
B04607,T0190,Type-B,55.0
B04608,T0053,Type-D,58.0
B04609,T0183,Type-E,62.5
B04610,T0044,Type-C,58.0
B04611,T0117,Type-A,62.5
B04612,T0142,Type-C,58.0
B04613,T0115,Type-B,55.0
B04614,T0012,Type-E,62.5
B04615,T0170,Type-A,61.0
B04616,T0151,Type-D,55.0
B04617,T0034,Type-C,58.0
B04618,T0034,Type-E,55.0
B04619,T0080,Type-E,58.0
B04620,t0156,Type-B,60.0
B04621,T0083,Type-A,58.0
B04622,T0171,Type-A,
B04623,T0072,Type-B,58.0
B04624,T0088,Type-D,58.0
B04625,T0172,Type-E,58.0
B04626,T0193,Type-B,61.0
B04627,T0031,Type-D,60.0
B04628,T0141,Type-B,58.0
B04629,T0002,Type-C,62.5
B04630,T0055,Type-B,62.5
B04631,t0083,Type-E,55.0
B04632,T0197,Type-C,61.0
B04633,T0012,Type-B,55.0
B04634,T0130,Type-C,60.0
B04635,T0160,Type-E,58.0
B04636,T0026,Type-C,58.0
B04637,T0174,Type-C,55.0
B04638,T0173,Type-E,62.5
B04639,T0125,Type-B,58.0
B04640,T0197,Type-E,62.5
B04641,T0149,Type-E,55.0
B04642,T0169,Type-E,58.0
B04643,T0025,Type-C,60.0
B04644,T0124,Type-E,58.0
B04645,T0167,Type-E,60.0
B04646,T0147,Type-E,62.5
B04647,T0191,Type-C,60.0
B04648,T0064,Type-A,55.0
B04649,t0100,Type-A,61.0
B04650,t0023,Type-B,62.5
B04651,T0037,Type-E,58.0
B04652,T0039,Type-A,58.0
B04653,t0136,Type-D,62.5
B04654,t0138,Type-A,61.0
B04655,T0088,Type-B,58.0
B04656,T0107,Type-E,58.0
B04657,T0020,Type-D,58.0
B04658,T0081,Type-E,61.0
B04659,T0197,Type-B,60.0
B04660,T0091,Type-E,61.0
B04661,T0120,Type-A,58.0
B04662,T0191,Type-A,58.0
B04663,T0006,Type-B,61.0
B04664,T0008,Type-E,55.0
B04665,T0055,Type-B,60.0
B04666,T0055,Type-C,60.0
B04667,T0173,Type-B,60.0
B04668,T0085,Type-B,61.0
B04669,T0107,Type-B,62.5
B04670,T0126,Type-D,58.0
B04671,T0004,Type-C,61.0
B04672,T0111,Type-E,61.0
B04673,T0116,Type-A,61.0
B04674,T0007,Type-E,60.0
B04675,T0051,Type-C,61.0
B04676,T0085,Type-C,60.0
B04677,T0191,Type-E,55.0
B04678,T0081,Type-E,62.5
B04679,t0164,Type-A,55.0
B04680,T0079,Type-B,61.0
B04681,T0094,Type-C,58.0
B04682,t0014,Type-C,55.0
B04683,T0195,Type-A,60.0
B04684,T0067,Type-E,60.0
B04685,T0132,Type-E,55.0
B04686,T0119,Type-C,58.0
B04687,T0110,Type-D,58.0
B04688,T0181,Type-D,58.0
B04689,T0099,Type-B,60.0
B04690,T0082,Type-D,61.0
B04691,T0049,Type-C,60.0
B04692,t0149,Type-A,58.0
B04693,T0042,Type-A,62.5
B04694,T0115,Type-A,58.0
B04695,T0136,Type-C,58.0
B04696,T0181,Type-C,58.0
B04697,T0135,Type-C,55.0
B04698,T0116,Type-D,60.0
B04699,T0068,Type-E ,62.5
B04700,T0042,Type-D,62.5
B04701,T0040,Type-D,61.0
B04702,T0065,Type-D,61.0
B04703,T0191,Type-A,60.0
B04704,T0062,Type-E,58.0
B04705,T0180,Type-E,61.0
B04706,T0090,Type-D,58.0
B04707,T0040,Type-B,55.0
B04708,T0165,Type-D,58.0
B04709,T0132,Type-D,61.0
B04710,T0135,Type-B,61.0
B04711,T0028,Type-E,60.0
B04712,T0159,Type-D,58.0
B04713,T0064,Type-E,58.0
B04714,T0007,Type-B,55.0
B04715,t0070,Type-C,62.5
B04716,T0199,Type-B,55.0
B04717,T0036,Type-C,60.0
B04718,T0194,Type-C,60.0
B04719,T0140,Type-D,61.0
B04720,T0086,Type-E,55.0
B04721,T0142,Type-C,55.0
B04722,T0110,Type-E,58.0
B04723,T0074,Type-A,60.0
B04724,T0100,Type-E,61.0
B04725,T0178,Type-E,55.0
B04726,T0006,Type-A,62.5
B04727,T0051,Type-C,62.5
B04728,T0036,Type-B,61.0
B04729,T0033,Type-D,55.0
B04730,T0069,Type-E,62.5
B04731,T0052,Type-E,55.0
B04732,T0186,Type-C,55.0
B04733,T0148,Type-B,61.0
B04734,T0094,Type-B,55.0
B04735,T0066,Type-D,62.5
B04736,T0194,Type-D,61.0
B04737,T0004,Type-E,62.5
B04738,T0196,Type-A,61.0
B04739,T0177,Type-C,61.0
B04740,T0175,Type-C,62.5
B04741,t0011,Type-B,62.5
B04742,t0160,Type-E,58.0
B04743,T0076,Type-C,58.0
B04744,T0026,Type-C ,55.0
B04745,T0025,Type-E,62.5
B04746,T0101,Type-A,61.0
B04747,T0083,Type-B,60.0
B04748,T0177,Type-C,61.0
B04749,T0180,Type-E,60.0
B04750,T0026,Type-C,61.0
B04751,T0076,Type-E,61.0
B04752,T0019,Type-D,62.5
B04753,T0129,Type-A,61.0
B04754,T0090,Type-C,58.0
B04755,T0050,Type-C,58.0
B04756,T0061,Type-E,62.5
B04757,T0012,Type-B,58.0
B04758,T0126,Type-D,61.0
B04759,T0097,Type-A,62.5
B04760,T0093,Type-B,55.0
B04761,T0038,Type-A,62.5
B04762,T0159,Type-B,61.0
B04763,T0095,Type-E,61.0
B04764,T0084,Type-D,55.0
B04765,T0099,Type-D,62.5
B04766,T0102,Type-C,60.0
B04767,T0002,Type-C,60.0
B04768,T0080,Type-B,58.0
B04769,T0192,Type-A,60.0
B04770,T0186,Type-E,55.0
B04771,T0037,Type-A,61.0
B04772,T0145,Type-A,61.0
B04773,T0193,Type-A,60.0
B04774,T0003,Type-A,62.5
B04775,T0182,Type-B,60.0
B04776,T0067,Type-D,58.0
B04777,T0111,Type-E,55.0
B04778,T0051,Type-D,58.0
B04779,T0024,Type-B,61.0
B04780,T0061,Type-A,58.0
B04781,t0090,Type-D,62.5
B04782,T0016,Type-C,61.0
B04783,T0183,Type-C,60.0
B04784,T0042,Type-A,58.0
B04785,T0137,Type-C,62.5
B04786,T0024,Type-C,61.0
B04787,T0009,Type-B,62.5
B04788,T0001,Type-A,55.0
B04789,T0069,Type-D,62.5
B04790,T0170,Type-D,60.0
B04791,T0024,Type-A,62.5
B04792,T0144,Type-C,61.0
B04793,T0100,Type-C,61.0
B04794,T0020,Type-E,58.0
B04795,T0190,Type-A,61.0
B04796,T0041,Type-E,62.5
B04797,T0141,Type-A,61.0
B04798,T0016,Type-B,58.0
B04799,T0161,Type-A,55.0
B04800,T0105,Type-B,60.0
B04801,T0164,Type-C,61.0
B04802,T0053,Type-D,61.0
B04803,T0190,Type-E,61.0
B04804,T0197,Type-D,58.0
B04805,T0181,Type-D,61.0
B04806,T0054,Type-A,58.0
B04807,T0195,Type-B,58.0
B04808,T0083,Type-E,60.0
B04809,T0144,Type-D,55.0
B04810,T0022,Type-B,58.0
B04811,T0022,Type-E,62.5
B04812,T0161,Type-E,61.0
B04813,T0034,Type-D,61.0
B04814,T0100,Type-A,58.0
B04815,T0043,Type-E,55.0
B04816,T0059,Type-C,58.0
B04817,T0078,Type-E,61.0
B04818,T0056,Type-A,60.0
B04819,T0096,Type-C,55.0
B04820,T0159,Type-D,55.0
B04821,t0120,Type-E,62.5
B04822,T0058,Type-A,55.0
B04823,T0170,Type-E,61.0
B04824,T0151,Type-B,60.0
B04825,T0054,Type-E,60.0
B04826,T0196,Type-D,55.0
B04827,T0146,Type-D,60.0
B04828,T0060,Type-D,62.5
B04829,T0104,Type-E,60.0
B04830,T0179,Type-D,58.0
B04831,T0035,Type-D,62.5
B04832,T0068,Type-A,62.5
B04833,T0062,Type-D,61.0
B04834,T0197,Type-D,58.0
B04835,T0052,Type-D,61.0
B04836,T0004,Type-B,60.0
B04837,T0168,Type-D,61.0
B04838,T0045,Type-A,62.5
B04839,T0180,Type-C,61.0
B04840,T0086,Type-D,58.0
B04841,T0054,Type-E,55.0
B04842,t0176,Type-D,61.0
B04843,T0106,Type-E,58.0
B04844,T0072,Type-E,62.5
B04845,T0151,Type-D,55.0
B04846,T0159,Type-A,61.0
B04847,T0190,Type-E,55.0
B04848,T0020,Type-B,58.0
B04849,T0176,Type-D,61.0
B04850,T0106,Type-D,58.0
B04851,T0182,Type-D,61.0
B04852,T0048,Type-B,62.5
B04853,T0178,Type-C,61.0
B04854,T0044,Type-D,62.5
B04855,T0126,Type-A,61.0
B04856,T0198,Type-B,61.0
B04857,T0068,Type-A,61.0
B04858,t0185,Type-D,62.5
B04859,T0062,Type-A,58.0
B04860,T0158,Type-B,58.0
B04861,T0181,Type-C,61.0
B04862,T0139,Type-D,61.0
B04863,T0058,Type-E,62.5
B04864,T0190,Type-D,62.5
B04865,T0131,Type-C,62.5
B04866,T0089,Type-D,62.5
B04867,T0149,Type-A,62.5
B04868,T0144,Type-E,58.0
B04869,T0138,Type-D,62.5
B04870,T0123,Type-E,60.0
B04871,T0068,Type-C,58.0
B04872,T0126,Type-C,60.0
B04873,T0012,Type-B,58.0
B04874,T0089,Type-D,55.0
B04875,T0029,Type-B,62.5
B04876,T0005,Type-C,55.0
B04877,T0106,Type-E,62.5
B04878,T0074,Type-D,55.0
B04879,T0103,Type-A,58.0
B04880,T0011,Type-E,60.0
B04881,T0132,Type-D,58.0
B04882,T0088,Type-C,61.0
B04883,T0173,Type-E,61.0
B04884,T0073,Type-D,60.0
B04885,T0022,Type-E,62.5
B04886,T0186,Type-B,55.0
B04887,T0054,Type-B,62.5
B04888,T0111,Type-A,58.0
B04889,T0134,Type-D,58.0
B04890,T0025,Type-B,61.0
B04891,T0105,Type-C,60.0
B04892,t0141,Type-A,58.0
B04893,T0142,Type-D,55.0
B04894,T0106,Type-E,62.5
B04895,T0039,Type-A,58.0
B04896,T0151,Type-A ,58.0
B04897,T0153,Type-D,60.0
B04898,T0043,Type-B,60.0
B04899,T0121,Type-E,55.0
B04900,T0126,Type-B,61.0
B04901,T0149,Type-D,61.0
B04902,T0114,Type-C,58.0
B04903,T0200,Type-D,55.0
B04904,T0176,Type-C,58.0
B04905,T0124,Type-D,61.0
B04906,T0044,Type-C,61.0
B04907,T0178,Type-C,55.0
B04908,T0014,Type-C,58.0
B04909,T0133,Type-D,58.0
B04910,T0068,Type-E,61.0
B04911,T0023,Type-E,58.0
B04912,T0040,Type-C,61.0
B04913,T0060,Type-A,62.5
B04914,T0089,Type-D,60.0
B04915,T0136,Type-A,58.0
B04916,T0105,Type-B,61.0
B04917,T0199,Type-A,58.0
B04918,T0005,Type-E ,60.0
B04919,T0054,Type-D,61.0
B04920,T0180,Type-E,61.0
B04921,T0015,Type-E,60.0
B04922,T0170,Type-C,60.0
B04923,T0076,Type-A,55.0
B04924,T0072,Type-C,58.0
B04925,T0054,Type-E,58.0
B04926,T0046,Type-C,55.0
B04927,T0031,Type-E,61.0
B04928,T0158,Type-D,61.0
B04929,T0013,Type-B,55.0
B04930,T0109,Type-E,60.0
B04931,T0185,Type-A,55.0
B04932,T0020,Type-B,61.0
B04933,T0026,Type-E,62.5
B04934,T0186,Type-E,61.0
B04935,T0135,Type-C,58.0
B04936,T0047,Type-B,61.0
B04937,T0112,Type-D,60.0
B04938,T0075,Type-A,58.0
B04939,T0192,Type-B,61.0
B04940,T0008,Type-E,
B04941,T0199,Type-C,58.0
B04942,T0092,Type-B,61.0
B04943,T0057,Type-C,61.0
B04944,T0040,Type-D,55.0
B04945,T0178,Type-A,62.5
B04946,t0169,Type-E,61.0
B04947,T0112,Type-E,58.0
B04948,T0053,Type-E,58.0
B04949,T0142,Type-A,62.5
B04950,T0042,Type-A,55.0
B04951,T0154,Type-B,62.5
B04952,t0039,Type-B,55.0
B04953,T0184,Type-A,60.0
B04954,T0054,Type-D,55.0
B04955,T0058,Type-E,60.0
B04956,T0083,Type-C,62.5
B04957,T0076,Type-C,60.0
B04958,T0120,Type-C,62.5
B04959,T0175,Type-E,62.5
B04960,T0067,Type-E,61.0
B04961,T0036,Type-C,58.0
B04962,T0052,Type-D,55.0
B04963,T0159,Type-D,60.0
B04964,T0084,Type-A,55.0
B04965,T0013,Type-C,58.0
B04966,T0099,Type-A,55.0
B04967,T0143,Type-C,61.0
B04968,T0131,Type-B,55.0
B04969,T0041,Type-D,58.0
B04970,T0197,Type-E,55.0
B04971,T0123,Type-C,58.0
B04972,T0072,Type-A,60.0
B04973,T0081,Type-D,58.0
B04974,T0041,Type-A,55.0
B04975,T0132,Type-E,62.5
B04976,T0024,Type-D,58.0
B04977,T0047,Type-E,62.5
B04978,T0114,Type-B,55.0
B04979,T0049,Type-A,60.0
B04980,T0054,Type-B,55.0
B04981,T0187,Type-D,55.0
B04982,T0064,Type-D,62.5
B04983,T0106,Type-E,61.0
B04984,T0046,Type-B,60.0
B04985,T0026,Type-B,60.0
B04986,T0156,Type-B,60.0
B04987,T0112,Type-E,55.0
B04988,T0031,Type-A,55.0
B04989,T0144,Type-D,55.0
B04990,T0163,Type-E,58.0
B04991,T0182,Type-A,58.0
B04992,T0080,Type-E,61.0
B04993,T0024,Type-B,60.0
B04994,T0122,Type-C,61.0
B04995,T0057,Type-E,62.5
B04996,T0174,Type-D,62.5
B04997,T0123,Type-C,55.0
B04998,T0142,Type-E,55.0
B04999,T0041,Type-C,55.0
B05000,T0137,Type-A,62.5
B05001,T0011,Type-B,62.5
B05002,T0176,Type-C,58.0
B05003,T0082,Type-C,62.5
B05004,T0109,Type-A,60.0
B05005,T0089,Type-A,61.0
B05006,T0163,Type-A,62.5
B05007,T0146,Type-D,61.0
B05008,T0048,Type-A,60.0
B05009,T0200,Type-A,58.0
B05010,T0011,Type-D,61.0
B05011,T0168,Type-A,62.5
B05012,T0116,Type-D,62.5
B05013,T0042,Type-E,60.0
B05014,T0092,Type-D,62.5
B05015,T0094,Type-D,55.0
B05016,T0199,Type-A,62.5
B05017,T0119,Type-D,60.0
B05018,T0066,Type-E,58.0
B05019,T0119,Type-C,62.5
B05020,T0158,Type-B,55.0
B05021,T0012,Type-B,55.0
B05022,T0186,Type-C,61.0
B05023,T0033,Type-B,62.5
B05024,T0054,Type-D,60.0
B05025,T0119,Type-D,58.0
B05026,t0178,Type-A,61.0
B05027,T0111,Type-C,60.0
B05028,T0165,Type-D,62.5
B05029,T0096,Type-D,61.0
B05030,T0137,Type-B,61.0
B05031,T0169,Type-C,
B05032,T0136,Type-E,55.0
B05033,T0164,Type-D,61.0
B05034,T0021,Type-A,60.0
B05035,T0153,Type-B,62.5
B05036,T0072,Type-A,58.0
B05037,T0161,Type-E,55.0
B05038,T0079,Type-A,55.0
B05039,t0114,Type-A,55.0
B05040,T0145,Type-B,58.0
B05041,T0067,Type-A,55.0
B05042,T0060,Type-B,62.5
B05043,T0096,Type-A,61.0
B05044,T0098,Type-C,62.5
B05045,T0147,Type-E,55.0
B05046,T0168,Type-A,60.0
B05047,T0013,Type-D,60.0
B05048,T0179,Type-E,55.0
B05049,T0163,Type-C,55.0
B05050,T0023,Type-A,55.0
B05051,T0174,Type-C,61.0
B05052,T0117,Type-D,58.0
B05053,T0124,Type-E,62.5
B05054,T0139,Type-B,61.0
B05055,T0133,Type-E,62.5
B05056,T0109,Type-B,62.5
B05057,T0152,Type-E,58.0
B05058,t0035,Type-E,61.0
B05059,T0080,Type-A,58.0
B05060,T0066,Type-D ,60.0
B05061,T0150,Type-C,62.5
B05062,T0033,Type-E,55.0
B05063,T0154,Type-C,61.0
B05064,T0050,Type-B,61.0
B05065,T0048,Type-A,55.0
B05066,T0161,Type-E,58.0
B05067,t0174,Type-B,61.0
B05068,T0119,Type-E,61.0
B05069,T0023,Type-B,60.0
B05070,T0136,Type-A,61.0
B05071,T0002,Type-D,58.0
B05072,T0155,Type-D,60.0
B05073,T0197,Type-C,60.0
B05074,T0105,Type-D,61.0
B05075,T0092,Type-A,62.5
B05076,T0109,Type-D,61.0
B05077,T0170,Type-C,58.0
B05078,T0147,Type-C,58.0
B05079,T0128,Type-E,60.0
B05080,T0071,Type-D,60.0
B05081,T0131,Type-E,58.0
B05082,T0142,Type-C,61.0
B05083,T0040,Type-E,61.0
B05084,T0098,Type-A,62.5
B05085,T0162,Type-A,
B05086,T0185,Type-E,60.0
B05087,T0069,Type-C,62.5
B05088,T0186,Type-E,62.5
B05089,T0002,Type-D,60.0
B05090,T0164,Type-B ,62.5
B05091,T0155,Type-A,58.0
B05092,T0099,Type-A,55.0
B05093,T0114,Type-D,58.0
B05094,T0143,Type-B,58.0
B05095,T0156,Type-D,58.0
B05096,T0043,Type-E,55.0
B05097,T0133,Type-C ,58.0
B05098,t0004,Type-D,61.0
B05099,T0124,Type-E,62.5
B05100,T0074,Type-D,58.0
B05101,t0032,Type-E,61.0
B05102,T0085,Type-D,60.0
B05103,T0200,Type-D,58.0
B05104,t0105,Type-C,58.0
B05105,T0042,Type-E,55.0
B05106,T0175,Type-D,
B05107,T0174,Type-C,60.0
B05108,T0078,Type-E,58.0
B05109,T0047,Type-E,62.5
